Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
South Asia,SAS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3068098540.30561,3196254131.19456,3316590826.28112,3636419800.04328,3691878986.26059,3759815274.6715,3729296800.61655,3877372563.42134,4002362743.02979,4113659897.0943,4625202960.74528,4548791763.96837,5127403012.88409,5894877317.35525,7684098314.27087,8722479144.40831,10182061772.1339,11581734857.632,12370215837.6668,14973222771.0841,17186681535.1614,17916946125.0404,17879700372.7772,19063343821.3035,19759570415.0858,18842960279.3934,20065207460.6608,23727467357.5159,27293752975.3404,30800530191.8862,34166639927.8343,36434625398.5738,40706326679.652,43788972265.1124,49481471347.176,60167471508.9283,63058359204.4547,67631549524.8456,70679236209.643,76337009415.9782,86615324733.3449,87596384285.1292,99874105076.8729,121720111246.073,160113277332.335,199807006063.27,243886671421.648,301815937740.781,343167438413.265,327625338070.361,436022504742.792,525262784503.551,525549428935.815,557009934495.789,557372084363.352,504880746236.32,526351277021.378,587402251532.989,633452923703.488,,
Saudi Arabia,SAU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,1998980666.66667,2161704511.11111,2731714666.66667,3878685923.15236,5951640127.38853,14903186208.385,28581089014.0845,34300631680.6914,38230222662.8895,42599358883.4359,39584362866.2196,61362175672.4589,104411278444.104,115769696969.697,77740796919.6663,49690593342.9812,41296821793.4166,31243235781.3363,23221442073.9941,26447263017.3565,27645126835.781,32174632843.7917,47445927903.8718,50652603471.2951,53610680907.8772,45678237650.2003,45960747663.5514,53521228304.4059,63501201602.1362,64989052069.4259,43493066666.6667,56061600000,82259466666.6667,72980533333.3333,77641333333.3333,98956800000,131920533333.333,187388647220.517,225506542056.075,249318478985.991,322853600000,202056266666.667,261831200000,376224266666.667,399419733333.333,387643939066.667,354541430160,218010394722.267,200860075477.285,239993341453.867,313841774640,,
Sudan,SDN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,190333333.333333,189000000,225333333.333333,262000000,250333333.333333,239000000,246666666.666667,282000000,294333333.333333,336666666.666667,398333333.333333,415333333.333333,461666666.666667,530333333.333333,584000000,677000000,783333333.333333,816000000,607500000,899250000,789333333.333333,963500000,918000000,872230769.230769,820571428.571429,712800000,747500000,1113055555.55556,584476190.476191,816777777.777778,499000000,379500000,369020533.880903,375733207.784055,600118784.530387,687264417.283526,672294691.397506,624215840.57879,754007519.920319,831000039.59612,1959294026.13566,1502577773.4828,2069337700.80893,2616599317.9554,3810409600.24815,5086917942.61319,6832645406.4011,10045701106.0959,13138471581.6668,8487453964.80556,12958469167.3894,11827810957.7739,6280632521.69046,6371026740.66599,6694643448.55235,7915628059.81048,9392275866.50997,11926115450.2199,4186806712.82761,,
Senegal,SEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,168550127.890479,224220965.684579,220365435.075185,197692086.519765,207658218.390667,212163056.99744,231503660.367697,212961637.523445,258523833.071658,267008926.414366,304596799.688607,299524430.761045,428828227.402189,458246864.655466,774649346.001715,889748165.267914,899071071.59012,1097890900.04908,856134406.13251,1122831404.66591,1059910427.24646,1275602378.04088,1148751453.06901,1235618658.01664,1163901069.88843,1043715297.23294,1302687725.98907,1355918432.89338,1406835574.68216,1521545352.55434,1838986070.94326,1642175709.279,1698959248.45424,1456846737.88134,1558605413.64293,1906401737.03852,1730536159.15007,1615744070.35901,1763790642.72708,1827095461.72798,1654350828.25088,1773819370.19679,1927765449.25725,2311722942.6757,2759309509.56757,2978080165.03747,3036158353.35188,2871511233.40903,3497613806.71466,3116968874.36167,3215663154.15414,3787769263.3567,3967341028.51739,4208354606.91442,4305694608.78007,4029253554.19186,4102472781.99526,4598102920.38442,5272398188.97289,,
Singapore,SGP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1147523846.85744,1089017378.8057,1141219129.75304,1295243695.2829,1091630733.04586,1201130275.70887,1351659479.94251,1415000653.33856,1791552332.41866,2193159545.27636,2420456030.31491,2704396968.50908,2904841511.78418,4373973333.33333,7804712297.55026,7724978456.23538,9457765782.48218,10772340942.205,12436295810.4452,17169305189.0941,24031178147.7053,28092845133.57,29812562124.2959,29675560747.6636,30900662565.0734,29160517556.6078,27644243443.4798,34308211628.5478,46864672364.6724,54623086861.459,64045069989.2324,76631490593.343,84308164518.1093,97965837356.1084,122469294225.481,159044094821.504,169137092198.582,169507139008.621,142984165869.981,152503834808.26,180957134570.766,164229725958.587,170349156707.249,197816209390.426,246120399952.668,287771208844.028,338933161306.564,385007166080.552,443359389356.138,370529804056.377,474820095342.868,567998330418.19,580494438665.28,600013186286.262,604367926761.897,549431990107.652,526579659790.083,580099283076.255,642294780545.67,,
Solomon Islands,SLB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,69064582.8545162,68170116.3628875,69388821.1736026,96333516.5266546,77120475.4186926,77289692.7935687,79718464.5335197,99447779.1116447,96284667.7132391,90912685.8589054,107448062.472374,128410914.927769,158766508.768077,170808774.381722,188114742.06524,194537909.376402,219591595.146493,170508347.869424,172092350.302805,104816365.029771,66123531.640773,68560336.6524419,87864213.4853915,116023354.309458,141024449.195872,165043695.380774,214943805.541035,269474180.100414,234921787.709497,336043276.086552,541987358.172039,635199994.561671,598000000,595075929.114748,520455557.38057,,,,,
Sierra Leone,SLE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,108122255.128728,103739958.504017,104299958.280017,94448134.3041423,78120031.2480125,112920045.168018,134760053.904022,131184001.810099,129248659.435402,141729814.220021,156290000.362378,170571070.173071,128140613.205852,136415176.624509,190441625.91687,220819890.819985,251666984.187464,256578379.777414,204093165.946797,110166389.968865,115540150.202195,127012171.181782,58414118.8168034,224167528.009238,303069450.083041,223145475.063949,225361107.664701,243739338.710562,214817781.337605,186687224.669604,269120504.516789,161860434.322034,164289127.837515,112226184.411615,94546559.2223075,92561800.2438754,115314755.508819,85492032.3238426,107153406.383992,192923463.520593,238584015.103839,290042436.853011,317931420.720122,336802821.452521,338717766.509754,331270804.719921,432978661.228543,478655062.615394,1251015326.47876,1408534692.48268,1542664519.09205,816852288.770686,915541736.271861,974210447.75792,713559228.928897,,
El Salvador,SLV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,231600000,229240000,250280000,255960000,243320000,281360000,292160000,367680000,432120000,540040000,622640000,827560000,1122680000,946719900,1280560000,1220920000,917000000,774247000,858652600,796567700,848385400,930400000,751724100,662448600,578784600,891100175.395367,904756600,937870800,1294122000,1529942400,1923081200,2026644400,2659875600,2667080400,2752938000,3161574400,3071774700,3231026200,3433269900,3555578400,3713680000,4150320000,4349400000,4809800000,4215800000,4971100000,5878600000,6110260000,6536790000,6677010000,6911030000,6884540000,7224710000,7532560000,,
San Marino,SMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,22945943.7816225,30659933.9760264,26039938.0640248,34299919.0800324,36679918.1280328,41803776.0573437,38499782.4413054,37099777.4013356,42699730.3616178,48985714.2857143,37142857.1428571,43907626.181859,65615119.5541611,70524571.5195415,81652120.0953137,88594086.7355044,81000763.7807784,101014492.753623,145994475.138122,143504008.39895,200271074.389354,173525712.111604,201101592.528537,173400620.331603,115004196.817526,55477537.0786517,64782760.6451115,67562031.2165816,50072045.8179424,83929436.051234,89748800.1772087,,,,,,,,,,,,,,,,,,,,,,,942600659.999585,944701297.998589,1037964069.99966,1067190800.00095,994339299.998355,1223967524.92217,,
Serbia,SRB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357994350.28249,3145121042.83054,3782199820.71275,3868604697.5316,2159833640.61227,644426818.900704,2753174611.47717,3327354914.64837,4653561493.01733,6021306443.49056,7741608183.01461,9563353180.69038,11781287690.2153,14845675522.8943,11899419359.9938,13489125666.258,16256083858.1056,15524118113.1093,19285832719.7744,19802613644.2046,17941274535.5726,19752651694.5413,22298811513.4806,25691032002.9628,,
Sub-Saharan Africa (excluding high income),SSA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6069359106.53044,6481825216.20122,6826497489.73518,7365081771.77783,8058680864.97488,8453046518.36896,9026714341.51068,9339358080.83985,10262912152.0144,11073699103.2995,12143430248.3342,12714034437.1423,15242278231.0594,20801597319.1299,32981884117.1399,32383473264.5527,35458836410.5018,43440712880.7894,45652510611.4087,61252260337.3488,86169975924.4986,71936915096.3666,61037379437.0218,55915295996.2846,54604394431.1542,53637937739.1945,54700317137.9648,68836042282.0448,68918853273.6982,75979401571.8575,81760840961.3729,80801892386.7035,82122289584.7534,75424641408.1663,78754513700.8836,97759669824.6165,104474727034.759,109972336260.865,98556330427.5411,101260745409.255,123493109541.134,114687678848.376,123191684848.94,151141566009.936,181505039911.769,226224164804.132,295999749036.833,333007929188.601,418790465137.519,313682683722.736,424033506316.136,530869611996.725,537823876689.514,479544104792.55,489734326690.849,359594668459.277,329772114673.36,389641592416,429165216213.108,,
South Sudan,SSD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630874301.04007,7377203295.59477,8970707666.57868,9850171401.27939,5110494402.88441,1794877717.61523,5360319336.05756,4397355876.45153,,,,,
Sub-Saharan Africa,SSF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6067898482.63793,6480265330.12237,6824854656.42105,7363309325.26128,8056741500.10837,8451012247.2882,9024542014.18475,9337110514.11755,10260442327.0406,11071034158.0879,12140507866.5726,12710974736.4156,15238610094.874,20796591302.924,32973946849.4457,32375680007.6466,35450303050.9242,43430841117.9453,45646545951.1621,61246196605.169,86149334604.9868,71919067044.0659,61023115626.3532,55909941223.5211,54606406193.445,53643271055.5205,54693313234.8486,68826019687.6943,68920487613.0357,75980226672.201,81785462195.2773,80817804650.2131,82136470103.9679,75446154017.0603,78773584725.0846,97772354332.5262,104583478170.675,110048082779.77,98648207535.648,101377503302.838,123966286124.531,115223692077.522,123749359342.157,151784002104.944,182135462673.171,226951641294.04,296864701816.424,333952026968.01,419774502011.045,314601518381.086,424946166605.681,531890361579.21,538877023907.257,480750448867.778,490916631661.611,360711608220.691,330925208287.939,390994296674.105,430535672720.61,,
Small states,SST,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46687267702.2366,56809864945.1422,60594580256.5535,63331430533.0533,60208386911.4619,67560744983.6388,79130206967.7503,75945445314.8902,78715695062.6043,93029591628.2057,114691905473.425,139808973313.033,165370148640.27,199203312487.236,251428801609.795,191676237160.483,243729600323.664,333390275859.582,360485642586.082,366140700521.226,359160969294.335,271702405279.734,247047886456.43,279177325490.969,317905619608.881,,
Sao Tome and Principe,STP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385355541.78664,1589435336.97632,2010564663.02368,1710018214.93625,2295476069.06097,,,,,,,,,,
Slovak Republic,SVK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035596114.77908,5934465323.27853,9799242075.30082,8665772194.89342,11155008779.2146,13934637908.4967,13765020278.834,14852919451.6823,13589532386.1729,14114444917.9629,15520010134.5126,17565070246.085,20013929041.9725,29182816027.088,39585649366.7743,45394964556.6472,57443155187.5549,72086157952.3679,80524297641.7167,60583638510.6974,69727530607.6197,84162728632.6801,85952964123.7718,92420771966.5236,92590193818.9975,81400844579.195,84018029445.611,90580214782.1836,101764065074.399,,
Slovenia,SVN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14747180084.7458,9892822608.69565,7386169811.32076,6955369100.5291,8058964279.06977,9701955721.79539,9921480878.18697,9875306272.509,10518606751.2983,10017114436.3876,10172240529.4877,10802787364.2646,12290189725.6858,15114768714.5667,18946986547.0852,21655505534.1375,25611438840.7979,32595880919.792,36838676285.3376,28842909280.3557,30955558524.5667,36188777060.276,33953235709.5434,35922181063.5595,38023086765.4602,33243498678.7445,34815476884.5755,40289373002.5233,46111267404.7362,,
Sweden,SWE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3310997354.29576,3497752265.29054,3718924258.72426,4032439320.91076,4573144651.28367,4928599649.01515,5255843904.10567,5621078612.80804,6093514012.09964,7011678685.05595,8312020780.17475,9159718234.84656,10725674932.807,14745817049.4356,19258129409.3796,21131686286.7877,22374398493.9966,23434971706.5334,26699727011.1763,33972202514.5203,38356277094.7607,35876543330.5684,34231829051.6665,34501552868.7509,36557499734.0361,37043689001.4993,45582775984.053,54726943000.4416,61328822088.3927,64084785881.5865,72671623538.5551,71127152294.3365,73357222071.4997,64368527892.6947,76465137376.8792,98597142977.3036,104473903966.597,104288988722.839,107814815280.695,109339417118.513,112963371242.715,103283248298.496,109257787226.176,134137986470.945,163548286138.061,175580013648.954,199758748746.307,232014114931.645,253422038809.91,189447464004.808,221574560566.279,259967927115.294,249023477066.905,250241800765.176,252813344245.593,223091939395.418,223090616571.884,240183229091.05,254619307676.659,,
Eswatini,SWZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,16939661.2067759,18059638.8072239,21979560.4087918,32059358.8128237,34999300.0139997,46339073.2185356,56278874.4225116,55018899.6220076,60338793.2241355,68458630.8273834,78398432.0313594,92561521.2527964,98347860.0234161,156195965.417867,215452538.631347,210277214.334009,206301747.930083,198827046.918123,214351425.942962,259206462.342599,404340010.272214,429712460.063898,356879720.022103,345031864.285073,274452653.697553,204597597.732692,308884026.258206,478094302.554028,531955179.239059,586189842.528692,657911722.645229,685120414.297614,736802699.859748,777483857.147229,903787315.534527,1019656474.86973,951315562.998628,1053208550.34722,1059266139.68128,1006123414.35469,1238728117.61506,1141012625.81164,1160646203.52538,1840996074.90218,1981737785.37951,1804665325.29131,1837879808.75729,2118881701.62446,1744257984.61483,1775447602.7665,2062831283.20835,1678871400.33879,1793016567.0676,1863608068.85739,1939667087.45289,1749808130.25613,1681256771.54147,1915236531.17453,1907865142.2864,,
Sint Maarten (Dutch part),SXM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,8673003.3506518,11089068.3242097,15164545.9186657,21890203.9465137,21153012.777189,17156023.2333964,15274073.0400694,20279885.7829013,25707951.2305223,27990001.4018034,18399843.5000997,22156074.1726406,31823883.7943134,34277207.2040793,56494406.8654088,48828767.511769,47962865.3429391,51147737.1417543,50570631.7496736,53235893.2358932,139524537.717057,113250303.404094,122321126.546436,145086382.779598,464069445.902902,521402304.737516,543132354.014598,627255559.464514,621180909.090909,719670181.818182,857524992.300306,936671039.083136,980668675.717971,915141837.926803,909788635.873979,1020732566.02859,1053115826.67621,1206117252.87576,1182012881.56336,1117028068.40971,1151761314.15358,1351236870.71414,1384001510.81336,,
Syrian Arab Republic,SYR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,183179975.970817,166354556.617834,232483194.226885,233218642.819116,223808511.764615,250836078.301829,237017341.026695,248911546.597764,304528170.604959,384128076.558492,382808209.78169,459140870.58361,567251419.630939,730240855.933879,1269930698.15877,1493538004.58159,1523378473.31232,1429054704.73747,1407153910.38591,1941933093.65569,2433274526.37645,2481042398.7989,2317931317.52132,2382576880.88819,2222309622.74577,2063703244.44661,1530228810.91534,1817810205.67188,1813488338.78003,2439160454.67303,3488165259.69078,3168250000,3479921426.47904,3816418520.72509,3346540000,3537504990.01996,4388662674.6507,4702704280.15564,4640692307.69231,5129922480.62016,6839334310.23655,7464741325.57656,8216795445.30297,7305994716.52103,10048415841.5842,11655517241.3793,13167996089.9316,15613886331.5979,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,41987616.1525435,46459419.3049746,50177660.4283922,48137413.9582585,53846256.4861626,56286114.0825872,60213093.6165076,64603586.2411336,67829222.5162336,62287914.7748169,76302006.2900195,79858965.592122,85268097.455661,101796566.298977,120007833.181976,124525763.299884,139294049.598385,143615634.214981,182936219.148898,178553422.862544,175041293.642494,132421607.297518,54751112.1660855,136673323.981668,165602339.466559,123003840.704924,143026030.430362,179740702.656451,222673412.86407,197582396.449189,234367649.887532,224348650.812866,208710953.267158,194955465.87014,190020005.234106,317076043.918001,281984797.647318,286444689.408079,322640866.59283,281123360.420699,233937659.160846,250689315.772637,252228086.501321,674122157.197785,2252004979.13247,3188888001.18908,3531766075.3187,3844528416.3226,4419706425.76137,3251521899.72475,3926896180.3193,4726067251.49359,4757756272.68366,4346695203.42482,4756021200.81308,3283989588.29114,2653411875.24894,3379062441.0534,4057771238.56749,,
East Asia & Pacific (IDA & IBRD countries),TEA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5526942254.60414,4921582503.88723,4712009983.19627,5338217921.02024,5828057604.65252,6582217333.42515,7109486693.42888,6946523541.36889,7262615538.49642,7625785776.26788,8155657327.22044,9009702325.00232,11045948492.1018,18051163587.4154,27267549979.4633,26133282562.4732,29329674961.9948,34905423483.5165,37683834420.2647,51469642892.764,66305820156.7279,71507820945.4517,75895724937.5397,78965335795.9902,87028003785.1118,83493695905.6104,81290521189.9366,101394126497.313,124655697378.44,135124146019.882,157036130759.749,182309736018.63,214148249437.249,241896149639.234,306258277608.711,378132114289.493,426518317166.615,470598174429.049,437949978888.468,473388606875.704,579486336236.711,572175029955.447,650942394958.204,800194496426.943,1029129442066.92,1258708528089,1557879477468.34,1909932699323.39,2245231305240.86,1898923182285.83,2473682505600.62,2969143106592.67,3170886184429.65,3370199449812.13,3499538905055.43,3333234072707.04,3183822477691.41,3540521090655.91,3880907803946.12,,
Europe & Central Asia (IDA & IBRD countries),TEC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219896775441.678,173841650352.795,461624642386.812,301148790747.806,236496984456.275,256030764949,249504287708.771,259985763519.762,258596202062.116,240981727252.452,288368066729.802,296541216343.348,325065903153.561,405595180778.564,536733383660.088,664475564451.51,813441745392.118,1001695680985.89,1297929417471.37,942133610051.114,1146847285236.03,1448718429207.04,1489445524553.34,1521301420040.38,1501242879073.4,1185116448453.43,1113839890263.94,1313758592745.21,1526486865524.87,,
Togo,TGO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,37708626.3143105,49603527.4388292,46343063.3935462,36412064.2536581,58256753.9440519,59902254.9088818,84046497.7792106,87870816.7327843,101651405.470974,122866733.266503,126062944.663066,134158081.251033,131854604.813124,134617106.167549,369940092.985305,267965252.674944,292993680.699559,322394939.834264,527351593.731872,445904897.763086,580273710.287221,444924500.103963,412043218.28279,348233629.345048,367999845.293595,369048867.812395,466639453.442751,516742399.428223,601984527.353195,536694494.469266,545098033.23823,535853578.200321,455990718.261767,300774173.213553,300177570.002559,424723384.869109,487731055.704166,434321206.833869,471224952.953784,455092409.912569,445009194.828536,450344218.891641,538493240.63162,725853721.685966,747027290.582655,846998677.076396,841488831.974444,679921647.399736,1122809399.53145,1162122006.71642,1274377772.43845,1481175762.57332,1804617227.9591,2151003602.94713,1814597049.03775,1498085635.37546,1577308711.75137,1592181064.72728,1678170749.27954,,
Thailand,THA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,445712828.938051,525965885.347415,519061302.681992,535813730.196832,674951923.076923,739759615.384615,929903846.153846,1024038461.53846,1030048076.92308,1075384615.38462,1064423076.92308,1179182692.30769,1487500000,2016289601.59285,2958365848.51117,2732920168.99501,3436992955.91688,3947627707.70732,4773875030.11885,6178099701.74691,7800882967.70917,8309884328.42661,8385615714.71428,8053095421.32426,9154250953.91592,9030262639.50307,11033541326.8236,14601715209.8527,20357556565.0216,25231110419.4226,29129233354.8299,35329430022.5734,41206885012.2637,47453553768.6219,56094870775.3479,70305436039.0444,71417410141.7765,72442713530.9891,65860554069.9333,71490174196.1247,81953041249.7071,76088350937.052,81447761993.1052,93686958534.0102,114062537292.653,129499031578.738,152293199936.645,181094466107.734,208095295272.459,181530283674.291,226787541383.021,262743566281.972,277318478530.134,286314879906.268,282180924759.389,275775979116.846,282021792590.746,310393903322.942,337428892424.064,,
Tajikistan,TJK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470211080.166022,579301313.910901,807699845.457302,799500169.204738,805619775.920327,645119752.768478,718209726.934884,746520252.372008,736447179.833066,766976592.742665,994316325.863984,1219659989.90069,1254251427.83803,1645949551.2976,1705737109.65868,1755618386.91812,1218528978.6854,842886503.767984,1072838488.56883,1318783375.8997,936778472.776122,835628645.495788,823936006.230631,899345304.184693,1125302642.19797,,,
Turkmenistan,TKM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250614832.8362,2148362351.53034,2692664771.71994,2175805362.67843,2084399936.41563,1774094536.52548,956099519.842156,774538217.273802,874285154.104086,1604432627.78235,1466666666.66667,1580037479.04133,1949084322.80137,2030569708.19824,2486842105.26316,3608775981.52425,4657598499.06191,11056875730.4246,9517543859.64912,10366666666.6667,17480701754.386,20688070175.4386,19535789473.6842,20360701754.386,12771714285.7143,8011714285.71429,8521428571.42857,9239000000,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,9204078915.82078,9730730836.11093,10198615444.2758,12418191505.6451,11621137610.8359,12848191744.921,13752161340.15,13861274710.3905,14631995631.2648,16526830254.5622,17985062622.2293,19165335114.4208,22549871963.3577,31968112849.3244,47578933217.1658,43627639381.9011,50735418143.2357,58620826978.7086,62659348573.046,81097498336.3803,102387175835.87,111423051577.117,105349938473.68,107963556072.902,113510074800.379,113526420709.284,101037303461.151,109122128117.961,136434271692.276,149390848286.214,172305984255.276,191068762565.679,192953230905.373,205624017472.877,239485068992.82,281806902959.337,313748893681.941,344579081014.988,342744035077.43,357545176393.786,423416864351.029,408489905174.861,411502946352.111,445069391711.555,565613204146.466,690889550907.384,773091661421.287,875355498640.164,1008344214020.71,804646458188.396,1061868773232.43,1250340064358.87,1269482968437.94,1262101060536.89,1236202276614.87,1107747128339.34,1094874935713.21,1213096470345.84,1311882870400.25,,
Timor-Leste,TLS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119479000,88515400,83029700,92583800,720627100,1502568400,2733309400,2871473200,4323475800,3161294500,4008024800,5516993900,6520574800,5302206100,3892961500,2323753600,1450396600,1519433100,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77307779577.3801,80593276808.6231,88723616591.2189,99749912102.4056,97280769228.3084,82539601447.9918,98714502720.9765,121068861044.373,119615503663.921,129882302579.004,156293528033.055,203440616481.121,266962512781.42,315947152976.299,382337850391.267,483752274154.448,361122650454.818,435424072631.678,492429025988.318,543454327341.009,499191239701.378,440359073974.502,334014404677.149,324562432622.698,392103228119.847,483909952968.911,,
Tonga,TON,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,13435004.5817515,8090553.58670414,11561654.4688401,11967036.7402999,11648334.4511514,16011159.1892507,15794070.3286601,17123440.511208,11355855.8558559,17095217.2005265,18094839.0250716,17534759.3582888,25256966.811371,24250192.2583953,26696066.7461263,38464269.1773422,30278420.4843437,32405166.6542944,27551300.5780347,33681260.4150886,35422928.633252,44685445.2471792,44847645.4293629,37511930.2949062,30749162.8230239,29229150.1433714,23631258.9413448,33365905.1289109,39211569.1186518,45131250.9165567,46713099.1074653,42550151.8243815,36478254.3566186,54958964.6464646,42554538.0447811,45863963.9172585,67308880.5196223,80357779.220013,91728053.9854655,74648071.5113392,74117852.9154444,108450577.200577,101605971.499661,100419363.661227,,
South Asia (IDA & IBRD),TSA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3068098540.30561,3196254131.19456,3316590826.28112,3636419800.04328,3691878986.26059,3759815274.6715,3729296800.61655,3877372563.42134,4002362743.02979,4113659897.0943,4625202960.74528,4548791763.96837,5127403012.88409,5894877317.35525,7684098314.27087,8722479144.40831,10182061772.1339,11581734857.632,12370215837.6668,14973222771.0841,17186681535.1614,17916946125.0404,17879700372.7772,19063343821.3035,19759570415.0858,18842960279.3934,20065207460.6608,23727467357.5159,27293752975.3404,30800530191.8862,34166639927.8343,36434625398.5738,40706326679.652,43788972265.1124,49481471347.176,60167471508.9283,63058359204.4547,67631549524.8456,70679236209.643,76337009415.9782,86615324733.3449,87596384285.1292,99874105076.8729,121720111246.073,160113277332.335,199807006063.27,243886671421.648,301815937740.781,343167438413.265,327625338070.361,436022504742.792,525262784503.551,525549428935.815,557009934495.789,557372084363.352,504880746236.32,526351277021.378,587402251532.989,633452923703.488,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6067898482.63795,6480265330.12238,6824854656.42107,7363309325.26129,8056741500.10838,8451012247.28821,9024542014.18476,9337110514.11757,10260442327.0407,11071034158.0879,12140507866.5726,12710974736.4156,15238610094.874,20796591302.9241,32973946849.4457,32375680007.6466,35450303050.9242,43430841117.9454,45646545951.1622,61246196605.1691,86149334604.9869,71919067044.066,61023115626.3533,55909941223.5212,54606406193.4451,53643271055.5205,54693313234.8486,68826019687.6944,68920487613.0357,75980226672.2011,81785462195.2773,80817804650.2132,82136470103.968,75446154017.0603,78773584725.0846,97772354332.5263,104583478170.676,110048082779.771,98648207535.6481,101377503302.838,123966286124.531,115223692077.522,123749359342.157,151784002104.944,182135462673.171,226951641294.04,296864701816.424,333952026968.01,419774502011.046,314601518381.086,424946166605.681,531890361579.21,538877023907.257,480750448867.778,490916631661.611,360711608220.691,330925208287.939,390994296674.105,430535672720.61,,
Trinidad and Tobago,TTO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
