Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Ecuador,ECU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,197583745.854204,157101028.714894,155487287.042826,168447595.433591,199730280.617423,214348750.216904,254730107.424295,258096721.244296,285128679.283701,264625851.047958,270255549.700304,291407689.18989,395314497.957741,695769524.079063,1494867579.72302,1242549628.58996,1457947881.89667,1797611703.14602,1756420957.9504,2538499855.29063,3066326874.45054,3188264326.3875,2921017218.81401,2668860344.89493,2938789738.24893,3375176924.81068,2393509352.64328,2142867204.8233,2480622111.01514,2817483588.93319,3469125960.22029,4021964982.49125,4366816408.2041,3794531265.63282,4605277638.81941,5201004502.25113,5618746373.18659,6064677338.66933,5006507253.62681,5181939969.98499,5888259129.56478,5682217000,6135846000,7329307000,8984844000,11463499000,14196499000,16287685000,21100364000,15785663000,19402439000,24671849000,26522271000,27243506000,28536122000,21107369000,19492639000,21727767000,24736180000,,
"Egypt, Arab Rep.",EGY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,847750109.217999,862076408.374703,943166740.380363,700000000,877723970.94431,1091183119.81914,1140015302.21882,1182006204.75698,1366851945.42698,1879700810.30542,2113327487.94388,2285998013.90268,3108577442.55394,2947998787.14372,4774142857.14286,6612494097.00882,6853648648.64865,7282512315.27093,7101280558.78929,6987744571.05999,7119673332.63533,5706267539.75678,5106048703.84918,6076093128.90403,7073523337.46386,8748317631.22476,10269192422.7318,11885776186.3208,12034813925.5702,11714116251.4828,13565319964.6122,14033018867.9245,14778761061.9469,13754427390.791,13653789442.6423,16174959635.99,17065868263.4731,16090888012.984,18074562536.0002,22257964939.6435,27213830088.4366,32191268335.9724,39469535054.8334,53800000000,47163995067.8175,46731006458.167,48539511506.6182,45808657936.4417,49111159370.8311,43520045901.169,43862395687.2728,34442928939.1873,37231733456.3312,47449155561.084,,
Euro area,EMU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,121448761963.828,137743119820.913,169090905182.664,229078136310.719,299062507404.872,323782585503.234,353814456857.781,408671255360.577,495989380622.723,620480074860.906,704751909668.514,652987965618.235,630348181934.037,618285633699.982,631147070148.158,654897482447.475,823379190768.469,989581806082.481,1106800865661.98,1182371318443.64,1467216726187.44,1518035598959.03,1651733717044.13,1520152323896.59,1698086679535.66,2082372787051.4,2135822594479.72,2113180593742.46,2216747170233.5,2230988878592.66,2275924573718.59,2316454779475.79,2476012279229.79,2974881648979.72,3567467822840.69,3843624256975.48,4310295357079,5108597042786.52,5653333309816.52,4531377916085.8,4947328123472.64,5726668963678.12,5525965402033.09,5790237930146.55,6018467505949.22,5379487237341.35,5452143443096.68,5970229530847.95,6548032759820.38,,
Eritrea,ERI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54502214.5615604,142966419.337566,148977272.727273,129406250,202746708.19765,203302823.650328,110594955.106698,65684566.8866374,68310441.5584416,81308766.9658252,85922669.1120632,56064210.0029543,64052293.7443336,67725792.0730874,83564227.6422764,76071544.7154472,61125203.2520325,84082757.7235772,101385281.300813,374897684.552846,,,,,,,,,
Spain,ESP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,4972693368.19586,6066774371.25749,7887709034.4292,10475954597.3729,12825214306.3167,14204585507.2464,14892644118.3785,17551966265.0602,22290497612.8472,29409382746.6534,33264229751.6825,33024130473.9593,33274590186.279,32609484338.7471,36663185158.3523,37722088454.0117,45733714149.9347,56497570138.7953,65086235252.1069,68859532536.8939,84372755958.2109,90965543795.036,102129839752.966,92985054516.9303,107763295118.619,134151321056.845,148003415210.824,151471590909.091,161627129969.93,167251225229.065,170488299244.518,174772259507.83,187310370788.632,232067720090.293,271169605165.135,288082328068.648,317874796135.993,382529427867.506,416446462575.07,342600722422.895,368701226683.716,436754994731.301,416725769569.772,446562968501.662,458509893738.849,401877001633.088,417428469683.007,460594081392.922,498320103339.006,,
Estonia,EST,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573467584.01694,2848889768.45438,2967518174.66562,2932836649.7594,3627803313.79621,4178071976.86061,4022130536.62692,3504491200.5897,3831095246.62071,4270175190.73184,5644211833.785,7418642236.02484,9230780624.30046,10769818968.7618,14052834656.4468,16160988574.7766,11949521950.5418,14652236758.6784,20077890760.5607,19845436184.9581,21233896214.045,21775106016.6113,17718448637.0757,18586162175.0196,20399385968.0698,22820678848.528,,
Ethiopia,ETH,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331910669.97519,5962716169.22631,5948437727.40764,6474164234.1889,6047701984.51402,5804111646.50643,6238595144.93368,7058395446.64128,,
European Union,EUU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,169361921573.203,191765425054.416,229727357417.608,307235059367.294,399117258160.038,434618819524.316,471704692733.461,544798318373.049,658080098410.641,826330206873.065,952631760258.089,885716889670.307,850748714663.107,832112582919.068,849075843997.899,885506963772.652,1087709618570.5,1311562154721.9,1460931279823.92,1550737695087.16,1906511152024.24,1956552307031.61,2115937602237.27,1961663322060.73,2198531753816.85,2688440979778.19,2783532055078.12,2789284386439.98,2911770401894.67,2931478209273.05,3008820496732.05,3047829943263.63,3256871934665.52,3895549023337.37,4677677353253.02,5093693714359.95,5771777375824.85,6777106409442.5,7473717606104.87,5977602235209.44,6568541821641.93,7624082516823.16,7374611742482.39,7718688115456.67,8035172875126.82,7205827265778.96,7258126415596.11,7938298028610.22,8683394936385.83,,
Fragile and conflict affected situations,FCS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59041577691.4426,52853231076.0684,58073447008.7727,71157403622.4791,98803675565.4441,125196921715.749,152631185973.866,184000031018.256,249130535933.459,178953026739.294,238513693690.979,241226885436.808,301641830472.512,283066410439.929,262451737064.478,198127091879.263,176061498501.992,233034966064.098,284804384882.163,,
Finland,FIN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,2711046432.61608,2827196504.68883,3487225838.82994,4596304963.43551,6381401607.05845,6523355422.66042,7499615325.43468,8995130588.75609,10101083032.491,13152190505.2664,16534905961.1093,16409479195.3706,15244850129.5177,14631725021.3493,15594578551.6423,15638910207.2141,18858784893.2677,22897335317.1919,26071073205.4016,27400581959.2629,31323277872.8036,27176885752.0953,28745686222.4582,27996252732.3826,35158793397.8372,47992919389.9782,47988609888.6876,47944107204.2149,50182465509.5683,50848071595.994,52835820895.5224,51463087248.3222,54686617730.096,63920993227.991,76117457164.142,82483521950.0062,93431188056.7056,112217355598.139,127764757580.196,91103084190.0528,95721453152.5972,107070879949.183,100243661079.02,103136231851.386,100140536033.758,83008103045.7021,83756701104.8245,95881504698.2526,106715597751.316,,
Fiji,FJI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,9218097244.95283,9721651418.4664,9960806434.91084,10957285670.096,12309840151.9873,13777986225.1601,14959146278.5996,16048630242.402,17593837376.4291,20287923378.5057,23725050194.8742,27354090209.5418,33827048114.4343,46340601060.6954,58910256410.2564,67956249043.9039,71988527724.6654,83014174913.0784,102571220930.233,127186247301.881,147148401117.665,135235968617.984,125156203213.894,125614080385.575,126491030548.675,129015184698.496,157252580736.812,183073229291.717,207505781301.619,222041949413.942,266219732562.342,270798744332.054,298940520446.097,275047486680.565,301941162570.888,362214482849.257,370197461212.976,370822656776.804,392709584167.223,389230769230.769,389534733738.714,389070246085.011,411392810088.462,480585778781.038,560012416190.713,593679890560.875,647700414000.753,740120448946.072,820631316830.233,668131425395.943,707910169575.17,813250472648.742,783758210131.325,825465605391.867,846143017568.246,745911734494.106,747503032909.919,797090439057.921,870409422465.073,,
Faroe Islands,FRO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489628104.106972,525171296.694475,527606982.469597,569880328.735522,597768122.917907,667653353.977868,704995743.686468,735796828.36132,825082397.255667,959770009.368628,1115768619.68184,941819470.611278,1028893511.85078,1260249222.34433,1238757013.37937,1406228299.77031,1464071269.48775,1289555433.34473,,,,,
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,3600000,,,,,,,,,,,,40334802.2637216,40239451.078439,37246331.6233506,41045432.0634485,36239564.8551567,41921548.2664444,46366044.0675538,43854041.1923096,46055215.3063486,37304014.1030275,41837073.7375575,45844215.401889,57728222.690596,61367219.202587,61303962.8689184,70347103.2160538,76935872.9975448,97807368.2780839,96424983.8792226,101619023.566552,85658001.7838536,91885305.9132087,109856861.233475,142584385.599455,,
Gabon,GAB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,48341345.4526679,52322628.9770515,57972564.2456614,72764821.8143336,90352324.307258,97934826.1998338,97688671.1600883,130487348.089838,142588991.444188,173872519.372634,160996725.575098,253126078.244313,314647528.123748,425323421.717477,888640848.136214,1068531103.98589,1371832274.31864,1449448283.56197,1475698435.90451,1772269113.97392,2769790000.98409,2447269146.64729,2228502939.26324,2079692035.18531,2104556520.13366,2089867355.9314,1197784951.80843,1401160632.95298,1408435483.22296,1917191499.34906,2740347018.81817,2553606874.55713,2576725001.3034,2136542944.38168,2584714632.27887,2944909770.32081,3568070445.96018,3265552382.90717,2125424483.83071,2779726330.60532,3498457743.60748,2724005628.6266,2793733093.32927,3374014087.74221,4268998464.46462,5748214915.74562,6250057134.3768,7280347814.62017,9646288875.32148,6294591627.28779,8279661163.349,11229126727.2644,10466055803.306,10089595100.1943,8093787829.85953,6618171373.54922,6171276342.5531,7480074430.68532,8517216351.37737,,
United Kingdom,GBR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,28476084473.2421,32399500851.7888,35047016483.5165,43189886820.1862,55247509350.1636,61367807743.3628,65114522012.5786,78000503924.6468,94026549952.0614,120112041931.385,150270278875.203,140401514268.489,131937355345.912,126056034106.412,127015235035.914,136390029260.78,149325042069.774,181419654682.138,199549382070.438,207537671465.969,252214955433.239,255368641446.208,267432104949.105,260651593281.344,294129761248.852,342843616853.401,370126365054.602,398351342501.637,398837363365.353,402497977673.516,417751550915.418,410657837915.647,430262290167.866,489781224489.796,573119736360.308,634000000000,735455381784.729,782655062024.81,788810661764.706,635831126343.667,699877094513.814,816408686663.569,810792893788.929,834486317714.812,873246879086.764,809797053163.255,766233584604.165,809630497408.069,856784595218.636,,
Georgia,GEO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101400747.10438,1754966887.41722,1315854563.44299,1266549922.82057,1452315945.41733,686952691.139145,412437375.264551,548000077.071291,594736066.879958,533561622.88355,703050128.463697,787530921.369995,992546704.923259,1270728946.26462,1617346671.53589,2163550063.44128,2545570152.77466,3174516791.37983,3661938154.01127,3201993714.45675,4034786511.81058,5240438778.53543,6020953188.39702,7171756643.02032,7039304525.11752,6110518662.14251,6177758059.74564,7557441721.45846,8898188706.04949,,
Ghana,GHA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,343177628.740636,340376178.7101,334773278.649029,326368928.557421,344578353.755904,351581978.832244,310960953.389474,304363786.750185,339265245.609408,387311479.814208,472618058.912527,380936174.820699,437465998.836926,528873239.43662,530434782.608696,544148936.170213,434322033.898305,334857142.857143,306108202.443281,451566951.566952,376348547.717842,200813941.813143,134733893.557423,225418866.282653,354924983.692107,479914488.823251,949412973.172926,997843537.414966,945143358.873742,879283843.414793,993968473.144556,1119008152.17391,1104855835.24027,1208400616.33282,1375221757.32218,1583728940.78399,2226974923.5474,2233493164.0625,2533905276.81661,2476240810.20255,2431828408.88236,2404094094.65308,2627858783.44271,3104789916.93586,3490673151.75097,3911596601.56681,5141627932.35134,6072122968.34902,7140126004.34824,7609396365.70131,9484067085.95388,14614446553.777,16926546720.1247,16344112737.3215,15448425650.0448,15717928435.1145,17537473272.2901,20801085643.3595,23118048358.6755,,
Gibraltar,GIB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,597773146.723816,645766109.126021,640721917.489186,756205506.027721,828657264.768252,914442808.06473,817037843.902439,869557550.706436,769761044.439893,780076675.307646,742664657.470119,740150188.532822,763847002.615392,749004814.035794,734578521.298093,809760047.951535,780999308.072988,894584161.414175,902874206.941495,1021679595.88109,1005390515.52319,1479451797.53354,1507080731.84401,1512364199.58313,2079424662.12871,2212106788.6689,2531048966.42904,2217341673.42936,2342843821.09411,1890478301.14386,2527075847.05725,4611027662.1547,4101524584.58559,,
"Gambia, The",GMB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,15991879.9350395,18921647.6870266,16460327.3652378,18244947.9191667,19763788.2206115,18037817.5800642,19980662.5693299,26392974.6240601,37335203.6939622,51496460.1769911,46061463.8091387,50729611.8621893,57876732.0324112,72406269.8580809,103028762.347472,96171239.0714501,95785105.9183228,107765519.593724,90664350.8830669,99013867.8445774,86555971.1191336,109029387.65125,134311832.925884,156436257.18656,189941616.956467,203221078.425759,218510077.902807,212861713.332748,158551983.969609,186875884.035498,184904421.671498,184290229.603341,212639014.948652,198771024.387675,201981794.863774,149998087.612831,157033783.85163,151438811.096896,198101238.424114,204546568.027044,221729727.033354,230768612.252446,226068383.771021,228340664.45482,226367271.169499,237666106.613716,280761041.365959,263866331.457049,243620156.710517,224202586.916732,241200785.697033,338486295.124175,356833564.202836,,
Guinea-Bissau,GNB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,3149285.51401726,3265785.71405244,3819957.14258429,5415932.20338983,4956907.89473684,5650808.98313267,5925666.19874294,10697300.6754997,9487896.25360231,8620322.2563114,14039269.9554541,17319393.9393939,12977443.5323605,9829616.69480844,18557846.0316083,14037481.2502193,6817564.96112985,19759984.49642,20460063.6204285,18949946.5512327,24240037.9325829,25670003.18017,11094993.6067854,21009993.7977979,38769882.7169021,29630751.5741491,28460070.2411613,56440727.4049316,29820103.4389589,55800081.5658168,80534492.5104951,83141785.8680001,74157869.5306463,88988426.193173,98042211.3223776,94765920.4414447,76043478.3523345,140527630.956286,171639239.196142,155846071.772942,126560086.577814,281998007.485598,153100589.567136,190931908.347502,212887452.848316,288598265.786005,312319795.915132,374071499.718431,369432111.04629,,
Equatorial Guinea,GNQ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7183409023.02907,8303800358.81345,11584326308.4361,17621714169.082,11171995036.7048,13977374277.4246,16017376539.6582,16099258981.5506,14844895150.1903,14338110696.4797,7467697580.26678,5775294506.88877,7066305038.01602,7805350901.43781,,
Greece,GRC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,429350661.439364,470520074.739535,435291069.527426,534783250.41953,510005047.275921,588341197.374862,803143173.505982,834337698.884669,806033869.219962,893899660.592104,1035805681.81818,1190229545.45455,1541631818.18182,2600729574.22325,3603867045.45455,4034030818.27843,4376562500,5057519888.99167,6044091836.73469,8266960441.58234,10981808153.4772,11196637146.3715,9399266326.53061,8143969040.24768,8067825876.66264,7715318776.21515,9976099318.40312,11898954705.5863,12441706461.6863,12624099454.4692,14466921969.0456,14929959805.5711,17292882373.9721,15285243460.1665,16843840589.8876,19745092366.5245,20839186296.7157,23223405590.9148,23536857604.0586,27447755167.2704,30865641238.2532,31036299328.8591,30939794466.4032,37446013995.4853,49807418301.4651,52808084317.8709,57872321666.0394,71726594579.7974,82807605390.3618,62641263962.2117,66165509706.8612,73490370904.7261,70468159317.3051,72806344158.8895,76733682179.2433,62031002052.2503,58691179423.8525,66998728401.2982,78773229215.6601,,
Grenada,GRD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,27000000,34000000,40296296.2962963,39592592.5925926,39296296.2962963,38296296.2962963,39000000,41777777.7777778,55185185.1851852,75888888.8888889,79777777.7777778,86185185.1851852,85333333.3333333,93092592.5925926,97548148.1481481,99566666.6666667,110425925.925926,126766666.666667,123800000,131600000,138940740.740741,165718518.518519,218037037.037037,235727407.407407,197133111.111111,172622222.222222,179535555.555556,197736925.925926,148871259.259259,162306481.481481,209545888.888889,207800814.814815,187237296.296296,183762222.222222,196181925.925926,206490962.962963,214246185.185185,478600000,510800000,523500000,578200000,642900000,,
Greenland,GRL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589143403.615829,715995393.16653,759542430.255632,761014327.033026,814482796.627294,924148212.07901,777481393.049675,852474173.645561,1020042095.85188,978938282.261545,1012250057.86728,1093416481.06904,939163780.674505,1103569677.79313,,,,
Guatemala,GTM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,131900000,128700000,134800000,180400000,199900000,223500000,263400000,235600000,269500000,305400000,353600000,343100000,397300000,536500000,708400000,792000000,941700000,1340300000,1303700000,1473600000,1748000000,1471000100,1288999900,1176000000,1231300000,1161565304.34783,1160867534.24658,1122800040,1262786259.54198,1455681818.18182,1608631682.19716,1688639662.74931,1886241441.99899,2018135358.62583,2274655724.02281,2822490792.68922,2791706609.53507,3194396325.67574,3524472507.19379,3481400349.34261,3895385279.26628,5275584493.42122,5463975082.14327,5648926179.65218,6464752708.7397,6817724662.36131,7537173335.43788,8721105938.77471,9673843690.47619,9046785507.74358,10667583174.0674,12688288796.979,12530952103.7582,12773325654.2104,13599161558.1594,13493508517.5315,13418320109.4751,14213557615.1009,14217523140.7597,,
Guam,GUM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722000000,631000000,846000000,956000000,1006000000,1005000000,973000000,838000000,846000000,928000000,1004000000,1053000000,1058000000,1048000000,1123000000,1129000000,1165000000,,
Guyana,GUY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,82949308.7557604,96774193.5483871,110424079.799335,110599078.341014,111240739.660503,117823529.411765,125764705.882353,143705882.352941,133800000,147700000,151200000,164750000,164000000,160238095.238095,296590909.090909,370500000,300280000,284360000,319880000,317240000,490319960,393107142.857143,254400000,224500000,193263157.894737,218069767.441861,233674418.604651,282142846.938775,263299990,251948536.764706,248683534.177215,356599994.633274,469762447.641887,519140473.11828,567658924.078091,629152003.521127,723896874.643875,746591431.239949,688346951.547645,670497421.319341,684731124.266842,661420532.049831,670242444.601789,666355283.18538,752856480.465943,698037583.989994,734648328.598624,891598429.823664,1015030449.34203,1008663888.20789,880542615.787597,1119677478.64767,1415518723.7318,1375322672.20788,1167475582.37087,1151257142.85714,1440631961.25908,1437329782.08232,1375798383.08619,,
High income,HIC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,314364701003.575,353304509887.836,419052752969.823,567342924216.02,764235738387.268,822903926663.206,912800426865.236,1036814069114.89,1227806885131.67,1527306832800.68,1840905941734.57,1854338275084.76,1728886125983.19,1691861909442.07,1791902128149.77,1829937983681.7,2114805591472.36,2498601041324.35,2875646804875.44,3109504390183.13,3606374575444.26,3786420878885.5,4090517155482.5,4035657838854.84,4498549518454.6,5335363387303.13,5543030047359.85,5701903739935.79,5681877742766.57,5866604941874.2,6381107694757.91,6167253245592.92,6414157907565.17,7396675269611.82,8854201166424.02,9833783819524.18,11123837590692.6,12798572828970.5,14300369356995.6,11558952391959.3,13390885632738.6,15689483303750.7,15734777204509.7,16207294995691,16592834234611.3,14867719221265.7,14715826911164.2,16002073999936.4,17355074892138.7,,
"Hong Kong SAR, China",HKG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,0,1149077545.56591,1263224321.6155,1414306395.93155,1609005531.01451,1675916230.36649,1889960077.40451,2170856894.30187,2451069004.61784,3029243796.77038,3541855147.79662,3999563824.25473,4818662034.24682,6859419022.63674,8133794419.27021,8380004863.0248,11516881422.2802,13104032604.0326,15674787027.3502,20190497131.549,25613432205.9444,28115506414.0411,27405229081.204,28132742388.372,34837426451.7779,37098885865.3797,43008342624.2743,57087313901.7478,71728414040.4817,81399120501.5449,90213099180.9803,106157607576.693,127907138981.474,144855214850.82,162013741524.766,182564440652.55,194351137142.34,204029268544.71,187184486075.426,186851434096.036,216355888694.938,207975842437.298,219708676864.686,243329095392.202,283708654340.01,322201406657.838,358400448003.296,394443817776.297,424120177736.683,381291699992.26,469444859187.561,528967240493.32,566884508277.036,610972021660.65,621071949033.415,606075105136.871,600044445589.58,644884129754.145,682865599285.578,,
Honduras,HND,Exports of goods and services (current US$),NE.EXP.GNFS.CD,71800000,79500000,87200000,90600000,102700000,138700000,157400000,170600000,196700000,186900000,201800000,217000000,235000000,294000000,332500000,345000000,454500000,581500050,960859350.82261,1168036044.66044,1315331102.73782,1227917680.42087,1066168434.40131,1108154408.9,1174230696.63565,1257514350.96913,1393796694.42391,1312577924.08218,1436852036.59787,1520893864.26027,1561384393.23464,1573527394.81257,1651611360.70136,1811810868.46427,2066441596.89849,2590041814.38999,2855718826.01351,3270298692.01521,3679525531.75775,3395137944.25087,3833918331.19093,3887472606.1094,4099844097.05711,4403400476.49989,5124949759.3882,5707066081.33573,6077299865.45577,6568499666.26548,7077609446.18732,5766473847.71713,7247910834.02575,9077897775.02894,9431576950.29279,8869036740.06819,9396713234.73355,9475880830.43217,9276487847.60237,10022901933.4017,10015789011.2832,,
Heavily indebted poor countries (HIPC),HPC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2424019287.92258,2693420175.76854,2833474462.35647,3076832618.30103,3491730599.85348,3854109207.26981,4073940310.11812,4223979739.78446,4675539548.5387,4980095014.87831,5679038888.6947,5632792341.86899,6475292330.14796,7718229744.00652,10883049272.7055,11229163637.1195,12782979801.3761,14933142446.457,16326916721.8072,19373602165.5358,21761850892.4077,20642612583.7484,20343850719.5404,19836956395.7849,21757216078.4635,21173839240.7426,22059660392.9348,22869645985.498,22165729927.8025,23101762281.3924,24637385704.3729,24378666919.5906,24156603909.202,23248184750.7592,25645108548.4616,31075477678.99,33756894690.6225,34181255670.0445,34999172604.3474,33853354685.1814,37363698179.6952,37024261652.6141,41042648915.6178,48438095127.6395,60358913661.63,70391534191.8532,84265977842.5346,100944360788.736,123141342273.804,105570095098.189,133072754288.113,162834431089.272,166661016774.273,172265114542.174,176690881734.954,152481756845.658,149147224336.594,174843065156.726,185213990184.146,,
Croatia,HRV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181597461.1914,7276195208.12631,7460815504.98328,7498860654.06314,7123022624.68889,7638063713.35033,8631445183.71996,9709999110.73847,12448143176.7338,15347795104.6517,16670022860.2165,19130384865.8282,22765600820.3598,25586012568.4168,20469260936.2863,21636958894.1433,24233630868.8411,22329521562.9968,23475082823.5377,24959674332.8346,22972194275.5493,24577328827.5051,27675850720.1304,30800860009.5557,,
Haiti,HTI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426125800,356133600,368773800,358172245.494024,170898224.490686,203702652.513441,139173369.867473,256955764.92692,329352514.398265,349003993.916387,368684569.868002,508795815.914639,501951950.421479,444582464.297854,421081007.226656,468327458.434888,543181067.915903,605171352.349682,689118570.952939,779202027.818331,833703543.037532,1034449701.9603,1016035882.27122,1311686990.10427,1334016383.58563,1543038541.18116,1625141740.50619,1745573767.79091,1651665479.60181,1583966848.97698,1649366968.6343,,
Hungary,HUN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9997910588.07788,10695327139.589,9305672453.77672,10964648335.2153,18193517647.2179,19541988133.3825,22657803556.0943,25780593157.6102,27306222585.4306,31569229766.0494,34871552860.0724,39305779457.5653,48053312718.7017,62016712553.355,70774176092.5933,85375664242.5971,109092692856.886,125363676136.591,97285176510.823,107203863216.488,122180632165.328,110624931420.638,115889090055.656,122873573562.815,109560505848.764,111124980759.44,123316703510.264,134104032024.277,,
IBRD only,IBD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,34940965614.608,35260468507.4518,34934874137.3733,40798928627.6711,41112343140.2614,44472861686.7181,47308443011.9757,48383576341.4476,51051836182.1296,55996436457.5019,60866198357.726,67589199361.6676,80484056356.41,122050080115.562,201439475836.479,195057431974.825,225212055333.606,253555019973.065,263956278938.139,359676560476.671,444394419755.906,428855108296.423,433746177843.438,441924040411.039,460869694444.554,451023344237.541,403969657974.651,488691855501.334,570700705224.728,619816631092.259,665572363843.176,671729702240.178,963921616767.151,864401698457.79,921367114383.277,1078320971731.75,1166250703966.29,1254846249124.09,1204667628386.4,1258295765915.32,1511520206777.04,1491549679361.99,1627247054262.4,1948021465870.52,2521858019527.94,3120299679412.85,3753766557156.73,4537285555369.99,5460112072485.4,4375847295856.28,5611151909555.74,6764058340436.46,7060221651645.22,7254525364216.88,7267441134516.31,6452397280686.06,6220788993443.74,7031605362745.75,7804540005069.59,,
IDA & IBRD total,IBT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,40188075204.9743,41024784203.6422,41092065224.3664,47405350694.1144,48326676064.2145,52369495400.2293,55675506188.1045,56803389375.6088,60089398319.5463,65949516266.6852,72143169290.6502,78554135146.4595,93466345500.8503,138389412034.4,227916726704.077,220778588122.253,254864498874.978,289592480104.756,299351308126.851,406290772902.162,506876222766.094,483555758767.07,479293438695.261,481119628886.014,500621558083.992,491902427508.095,444856562094.329,536742480728.213,617580001617.621,676303765292.121,726262514142.375,735943154152.588,1030312207047.56,924819876366.486,984515939061.728,1158902903536.5,1253183055676.63,1347387923670.58,1290416103177.34,1346258247890.88,1620057770059.44,1597320693679.27,1739028311803.01,2078560892204.39,2675126708851.78,3305005873130.76,3997932769035.86,4802496173195.09,5794002776117.95,4647193049962.96,5977572217216.64,7218814686909.11,7537364432252.04,7693674050853.74,7732174510634.44,6832369695516.22,6578644673908.84,7443583148608.82,8261267267643.62,,
